0,2021-05-11 14:41:04,1.4138,27.53,136.06,108.8600
0,2021-05-11 14:41:13,1.4138,27.53,136.06,108.8580
0,2021-05-11 14:41:22,1.4140,27.53,136.06,108.8560
0,2021-05-11 14:41:32,1.4140,27.53,136.06,108.8500
0,2021-05-11 14:41:41,1.4140,27.53,135.03,108.8570
0,2021-05-11 14:41:48,1.4140,27.53,135.03,108.8630
0,2021-05-11 14:41:57,1.4140,27.53,136.06,108.8620
0,2021-05-11 14:42:06,1.4140,27.53,136.06,108.8690
0,2021-05-11 14:42:14,1.4140,27.53,136.06,108.8700
0,2021-05-11 14:42:23,1.4140,27.53,136.06,108.8660
0,2021-05-11 14:42:32,1.4140,27.53,136.06,108.8630
0,2021-05-11 14:42:40,1.4140,27.52,136.06,108.8630
0,2021-05-11 14:42:48,1.4140,27.52,136.06,108.8560
0,2021-05-11 14:42:55,1.4140,27.52,136.06,108.8570
0,2021-05-11 14:43:05,1.4140,27.52,136.06,108.8600
0,2021-05-11 14:43:14,1.4140,27.51,136.06,108.8500
0,2021-05-11 14:43:23,1.4137,27.51,136.06,108.8530
0,2021-05-11 14:43:31,1.4137,27.52,136.06,108.8590
0,2021-05-11 14:43:39,1.4137,27.52,135.03,108.8600
0,2021-05-11 14:43:48,1.4137,27.50,136.06,108.8600
0,2021-05-11 14:43:56,1.4137,27.50,136.06,108.8590
0,2021-05-11 14:44:14,1.4137,27.50,136.06,108.8500
0,2021-05-11 14:44:25,1.4136,27.50,136.06,108.8540
0,2021-05-12 00:14:51,1.4154,27.67,135.21,108.6350
0,2021-05-12 00:14:54,1.4154,27.67,135.21,108.6340
0,2021-05-12 00:14:58,1.4154,27.67,135.21,108.6290
0,2021-05-12 00:15:01,1.4154,27.67,135.21,108.6300
0,2021-05-12 00:15:05,1.4154,27.67,135.21,108.6360
0,2021-05-12 00:15:08,1.4154,27.68,135.21,108.6340
0,2021-05-12 00:15:12,1.4154,27.68,135.21,108.6440
